code,full name,name,category,52w,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap,RSI,Stochastic
5274,HONG LEONG CAPITAL BERHAD,"HLCAP (5274)
HONG LEONG CAPITAL BERHAD Summary",Financial Services - Main Market,9.600 - 9.790,8.74,35,27.69,19,1.98%,3.03,118.96,8,"2,518.3M",Oversold 0.0,Neutral 50.0
6963,V.S. INDUSTRY BERHAD,"VS (6963) [s]
V.S. INDUSTRY BERHAD Summary",Industrial Products & Services - Main Market,0.630 - 2.280,8.78,14,7.56,3.41,3.19%,1.24,217.45,0,"1,943.2M",Neutral 53.7,Neutral 37.5
7140,OKA CORPORATION BHD,"OKA (7140) [s]
OKA CORPORATION BHD Summary",Industrial Products & Services - Main Market,0.555 - 1.430,8.64,10,6.48,4.13,6.26%,0.88,54.68,1,162.0M,Neutral 41.4,Oversold 11.1
8273,PUBLIC PACKAGES HOLDINGS BHD,"PPHB (8273) [s]
PUBLIC PACKAGES HOLDINGS BHD Summary",Industrial Products & Services - Main Market,0.390 - 0.690,8.54,6,10.08,0,0.00%,0.5,105.44,1,111.3M,Neutral 47.4,Oversold 20.0
4286,SEAL INCORPORATED BERHAD,"SEAL (4286) [s]
SEAL INCORPORATED BERHAD Summary",Property - Main Market,0.285 - 0.430,8.41,3,10.01,0,0.00%,0.29,53.16,1,82.6M,Neutral 47.6,Oversold 16.7
7081,PHARMANIAGA BERHAD,"PHARMA (7081) [s]
PHARMANIAGA BERHAD Summary",Health Care - Main Market,2.000 - 4.280,8.32,13,16.3,16,7.34%,1.11,915.51,0,567.9M,Neutral 47.2,Neutral 60.0
5271,PECCA GROUP BERHAD,"PECCA (5271) [s]
PECCA GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.685 - 1.240,8.26,14,7.33,5.5,5.19%,1.19,63.29,2,199.3M,Neutral 54.4,Neutral 44.4
5125,PANTECH GROUP HOLDINGS BERHAD,"PANTECH (5125) [s]
PANTECH GROUP HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.408 - 0.638,8.12,9,6.33,1,1.82%,0.71,82.31,1,411.6M,Neutral 48.8,Neutral 47.1
5200,UOA DEVELOPMENT BHD,"UOADEV (5200) [s]
UOA DEVELOPMENT BHD Summary",Property - Main Market,1.840 - 2.710,8.09,11,20.54,15,6.94%,0.85,68.5,3,"3,984.9M",Neutral 44.7,Neutral 41.7
1171,MALAYSIA BUILDING SOCIETY BERHAD,"MBSB (1171)
MALAYSIA BUILDING SOCIETY BERHAD Summary",Financial Services - Main Market,0.890 - 1.250,8.04,10,10.05,5,5.18%,0.77,49.24,2,"6,165.5M",Neutral 46.4,Neutral 35.7
2879,CHEMICAL COMPANY OF MALAYSIA BERHAD,"CCM (2879) [s]
CHEMICAL COMPANY OF MALAYSIA BERHAD Summary",Industrial Products & Services - Main Market,1.550 - 2.410,8.03,13,15.33,9,4.55%,1.04,236.11,1,332.0M,Neutral 56.2,Neutral 65.2
7139,NICHE CAPITAL EMAS HOLDINGS BERHAD,"NICE (7139) [s]
NICHE CAPITAL EMAS HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.025 - 0.050,16.56,7,0.48,0,0.00%,1.21,1.34,3,24.6M,Neutral 51.2,Neutral 66.7
5068,LUSTER INDUSTRIES BHD.,"LUSTER (5068)
LUSTER INDUSTRIES BHD. Summary",Industrial Products & Services - Main Market,0.075 - 0.115,8,12,0.64,0,0.00%,1,8.84,1,158.1M,Neutral 51.3,Neutral 50.0
5014,MALAYSIA AIRPORTS HOLDINGS BERHAD,"AIRPORT (5014)
MALAYSIA AIRPORTS HOLDINGS BERHAD Summary",Transportation & Logistics - Main Market,6.600 - 9.980,7.96,16,43.83,5,0.74%,1.23,292.41,2,"11,282.5M",Neutral 32.1,Neutral 29.9
5038,KSL HOLDINGS BERHAD,"KSL (5038) [s]
KSL HOLDINGS BERHAD Summary",Property - Main Market,0.675 - 1.040,7.8,4,21.6,0,0.00%,0.32,68.38,1,923.4M,Neutral 45.3,Neutral 28.6
8583,MAH SING GROUP BERHAD,"MAHSING (8583) [s]
MAH SING GROUP BERHAD Summary",Property - Main Market,0.890 - 1.320,7.77,8,11.19,0,0.00%,0.64,90.33,1,"2,245.6M",Neutral 43.1,Oversold 14.3
8125,DAIBOCHI BERHAD,"DAIBOCI (8125) [s]
DAIBOCHI BERHAD Summary",Industrial Products & Services - Main Market,1.550 - 2.400,7.75,41,4.65,3.35,1.77%,3.15,131.37,1,619.7M,Overbought 76.2,Overbought 90.0
35,OPCOM HOLDINGS BERHAD,"OPCOM (0035) [s]
OPCOM HOLDINGS BERHAD Summary",Telecommunications & Media - Ace Market,0.345 - 1.170,7.66,15,4.24,1.25,1.91%,1.18,55.92,1,105.6M,Neutral 45.2,Neutral 23.5
89,TEX CYCLE TECHNOLOGY (M) BERHAD,"TEXCYCL (0089) [s]
TEX CYCLE TECHNOLOGY (M) BERHAD Summary",Industrial Products & Services - Ace Market,0.495 - 0.750,7.54,16,3.05,0.59,1.18%,1.24,14.67,3,128.1M,Neutral 34.2,Oversold 8.3
2925,CYCLE & CARRIAGE BINTANG BERHAD,"CCB (2925)
CYCLE & CARRIAGE BINTANG BERHAD Summary",Consumer Products & Services - Main Market,1.400 - 2.180,7.61,7,22.15,0,0.00%,0.52,"1,502.12",0,151.1M,Neutral 39.5,Neutral 47.6
3883,MUDA HOLDINGS BERHAD,"MUDA (3883) [s]
MUDA HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,1.500 - 2.950,7.59,7,25.42,0,0.00%,0.54,506.23,0,552.1M,Neutral 37.8,Neutral 33.3
6491,KUMPULAN FIMA BERHAD,"KFIMA (6491) [s]
KUMPULAN FIMA BERHAD Summary",Industrial Products & Services - Main Market,1.410 - 1.760,7.55,8,21.14,9,5.49%,0.59,165.24,1,462.9M,Neutral 44.9,Oversold 0.0
5136,COMPLETE LOGISTIC SERVICES BERHAD,"COMPLET (5136) [s]
COMPLETE LOGISTIC SERVICES BERHAD Summary",Transportation & Logistics - Main Market,0.535 - 0.930,7.55,9,9.13,0,0.00%,0.7,99.68,1,106.6M,Neutral 47.6,Neutral 50.0
54,KARYON INDUSTRIES BERHAD,"KARYON (0054) [s]
KARYON INDUSTRIES BERHAD Summary",Industrial Products & Services - Main Market,0.125 - 0.235,7.52,8,1.58,0.3,2.31%,0.62,32.7,0,61.8M,Neutral 42.9,Oversold 0.0
5109,YTL HOSPITALITY REIT,"YTLREIT (5109)
YTL HOSPITALITY REIT Summary",Real Estate Investment Trusts - Main Market,1.100 - 1.320,7.49,11,11.74,7.77,6.02%,0.82,28.87,4,"2,198.7M",Neutral 51.1,Neutral 60.0
5908,DKSH HOLDINGS (MALAYSIA) BERHAD,"DKSH (5908)
DKSH HOLDINGS (MALAYSIA) BERHAD Summary",Consumer Products & Services - Main Market,2.140 - 4.420,7.47,9,28.3,10,4.02%,0.66,"3,813.22",0,392.6M,Neutral 60.0,Overbought 81.5
3514,MARCO HOLDINGS BERHAD,"MARCO (3514)
MARCO HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.115 - 0.150,7.44,9,1.34,0,0.00%,0.67,14.26,1,126.5M,Neutral 41.6,Oversold 0.0
4758,ANCOM BERHAD,"ANCOM (4758) [s]
ANCOM BERHAD Summary",Industrial Products & Services - Main Market,0.405 - 0.755,8.22,5,9.91,0,0.00%,0.4,876.32,0,115.6M,Neutral 52.5,Overbought 80.0
4243,WTK HOLDINGS BERHAD,"WTK (4243) [s]
WTK HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.415 - 0.770,7.26,4,16.85,1,1.56%,0.28,170.8,0,308.1M,Neutral 53.0,Neutral 35.7
4502,MEDIA PRIMA BERHAD,"MEDIA (4502)
MEDIA PRIMA BERHAD Summary",Telecommunications & Media - Main Market,0.250 - 0.600,7.26,9,5.29,0,0.00%,0.63,106.9,0,510.2M,Neutral 39.4,Neutral 22.2
3905,MULPHA INTERNATIONAL BERHAD,"MULPHA (3905)
MULPHA INTERNATIONAL BERHAD Summary",Consumer Products & Services - Main Market,1.262 - 2.650,7.24,3,73.74,0,0.00%,0.22,245.58,1,709.6M,Neutral 41.5,Neutral 29.2
11,BRITE-TECH BERHAD,"BTECH (0011) [s]
BRITE-TECH BERHAD Summary",Trad/Serv - Ace Market,0.210 - 0.380,7.17,15,1.65,1.6,6.67%,1.04,10.56,2,60.5M,Neutral 33.2,Oversold 4.2
5027,KIM LOONG RESOURCES BERHAD,"KMLOONG (5027) [s]
KIM LOONG RESOURCES BERHAD Summary",Plantation - Main Market,1.130 - 1.400,7.12,21,5.57,5.97,5.06%,1.51,93.32,1,"1,103.8M",Neutral 39.6,Oversold 0.0
7609,AJIYA BERHAD,"AJIYA (7609) [s]
AJIYA BERHAD Summary",Industrial Products & Services - Main Market,0.500 - 0.640,7.02,7,8.07,0,0.00%,0.46,125.53,0,161.4M,Neutral 43.4,Oversold 0.0
3557,ECOFIRST CONSOLIDATED BHD,"ECOFIRS (3557) [s]
ECOFIRST CONSOLIDATED BHD Summary",Property - Main Market,0.285 - 0.325,6.94,11,2.77,0,0.00%,0.75,24.65,1,240.9M,Neutral 55.7,Overbought 100.0
181,AEMULUS HOLDINGS BERHAD,"AEMULUS (0181) [s]
AEMULUS HOLDINGS BERHAD Summary",Technology - Ace Market,0.190 - 0.455,6.65,24,0.96,0.18,0.78%,1.59,6.42,4,126.2M,Neutral 38.2,Oversold 20.0
5253,ECONPILE HOLDINGS BERHAD,"ECONBHD (5253) [s]
ECONPILE HOLDINGS BERHAD Summary",Construction - Main Market,0.360 - 1.110,6.85,32,1.78,1,1.79%,2.15,55.76,1,749.0M,Neutral 54.9,Neutral 42.3
5142,WAH SEONG CORPORATION BERHAD,"WASEONG (5142) [s]
WAH SEONG CORPORATION BERHAD Summary",Energy - Main Market,0.595 - 1.630,6.74,9,8.36,0,0.00%,0.61,382.14,0,585.0M,Neutral 42.9,Oversold 15.4
7085,LTKM BERHAD,"LTKM (7085) [s]
LTKM BERHAD Summary",Consumer Products & Services - Main Market,0.780 - 1.400,6.72,9,12.5,2,1.80%,0.6,142.09,1,144.4M,Neutral 32.3,Oversold 10.0
5005,UNISEM (M) BERHAD,"UNISEM (5005) [s]
UNISEM (M) BERHAD Summary",Technology - Main Market,1.600 - 3.300,6.64,19,13.06,7.5,3.04%,1.26,184.14,1,"1,812.6M",Oversold 24.5,Oversold 4.5
49,OCEANCASH PACIFIC BERHAD,"OCNCASH (0049) [s]
OCEANCASH PACIFIC BERHAD Summary",Consumer Products & Services - Main Market,0.395 - 0.690,4.86,18,2.48,0.91,2.04%,0.87,34.72,1,109.2M,Neutral 49.1,Neutral 66.7
5269,AL-SALAM REAL ESTATE INVESTMENT TRUST,"ALSREIT (5269) [s]
AL-SALAM REAL ESTATE INVESTMENT TRUST Summary",Real Estate Investment Trusts - Main Market,0.770 - 0.905,6.49,13,6.95,5.35,5.91%,0.85,14.16,6,524.9M,Overbought 79.5,Overbought 100.0
5284,LOTTE CHEMICAL TITAN HOLDING BERHAD,"LCTITAN (5284) [s]
LOTTE CHEMICAL TITAN HOLDING BERHAD Summary",Industrial Products & Services - Main Market,3.950 - 6.430,6.46,12,34.07,17,4.26%,0.76,400.59,1,"9,208.1M",Neutral 32.6,Neutral 22.2
5130,ATRIUM REAL ESTATE INVESTMENT TRUST,"ATRIUM (5130)
ATRIUM REAL ESTATE INVESTMENT TRUST Summary",Real Estate Investment Trusts - Main Market,1.060 - 1.170,6.36,12,9.54,9.5,8.19%,0.77,15.42,8,141.3M,Neutral 67.7,Overbought 83.3
2445,KUALA LUMPUR KEPONG BERHAD,"KLK (2445) [s]
KUALA LUMPUR KEPONG BERHAD Summary",Plantation - Main Market,23.260 - 25.960,6.33,39,64.04,45,1.81%,2.45,"1,619.96",2,"26,495.5M",Neutral 50.7,Oversold 20.0
5797,CHOO BEE METAL INDUSTRIES BHD,"CHOOBEE (5797) [s]
CHOO BEE METAL INDUSTRIES BHD Summary",Industrial Products & Services - Main Market,1.410 - 2.470,6.38,6,24.58,9.91,6.23%,0.41,379.87,0,209.4M,Neutral 46.2,Neutral 28.6
112,MIKRO MSC BERHAD,"MIKROMB (0112)
MIKRO MSC BERHAD Summary",Technology - Ace Market,0.190 - 0.375,6.33,27,0.87,0.48,2.04%,1.71,10.26,2,101.3M,Neutral 36.3,Oversold 20.0
5789,LBS BINA GROUP BERHAD,"LBS (5789) [s]
LBS BINA GROUP BERHAD Summary",Property - Main Market,0.580 - 1.000,4.2,11,5.46,0,0.00%,0.45,71.97,1,904.2M,Oversold 22.7,Oversold 0.0
7103,SPRITZER BHD,"SPRITZER (7103) [s]
SPRITZER BHD Summary",Consumer Products & Services - Main Market,2.000 - 2.460,6.23,19,11.54,0,0.00%,1.18,165.57,1,457.8M,Neutral 53.1,Overbought 92.9
5167,TURBO-MECH BERHAD,"TURBO (5167)
TURBO-MECH BERHAD Summary",Industrial Products & Services - Main Market,0.620 - 0.840,6.18,12,6.06,0,0.00%,0.77,37.9,2,81.0M,Neutral 46.8,Oversold 16.7
7237,POWER ROOT BERHAD,"PWROOT (7237) [s]
POWER ROOT BERHAD Summary",Consumer Products & Services - Main Market,1.210 - 1.950,6.35,39,3.36,5.03,3.84%,2.48,84.25,2,527.1M,Neutral 43.9,Neutral 55.6
21,GHL SYSTEMS BERHAD,"GHLSYS (0021) [s]
GHL SYSTEMS BERHAD Summary",Technology - Main Market,1.170 - 1.860,6.11,51,3.33,0,0.00%,3.1,40.02,4,"1,247.2M",Neutral 51.7,Oversold 16.7
6815,EUPE CORPORATION BERHAD,"EUPE (6815) [s]
EUPE CORPORATION BERHAD Summary",Property - Main Market,0.550 - 0.940,6.05,4,14.51,0,0.00%,0.27,281.07,0,83.2M,Neutral 50.7,Neutral 66.7
7076,CB INDUSTRIAL PRODUCT HOLDING BERHAD,"CBIP (7076) [s]
CB INDUSTRIAL PRODUCT HOLDING BERHAD Summary",Industrial Products & Services - Main Market,0.960 - 1.550,5.98,12,8.61,4,3.74%,0.74,89.39,1,575.9M,Neutral 48.3,Neutral 33.3
5584,YEE LEE CORPORATION BHD,"YEELEE (5584) [s]
YEE LEE CORPORATION BHD Summary",Consumer Products & Services - Main Market,1.800 - 2.360,5.94,10,19.56,0,0.00%,0.58,585.59,0,366.0M,Neutral 56.3,Overbought 100.0
5281,ADVANCECON HOLDINGS BERHAD,"ADVCON (5281) [s]
ADVANCECON HOLDINGS BERHAD Summary",Construction - Main Market,0.250 - 0.655,5.87,16,2.64,1,2.35%,0.94,67.86,1,170.9M,Neutral 50.4,Neutral 29.4
4197,SIME DARBY BERHAD,"SIME (4197) [s]
SIME DARBY BERHAD Summary",Consumer Products & Services - Main Market,2.040 - 2.930,5.88,18,12.35,7.98,3.56%,1.07,516.66,0,"15,233.9M",Neutral 57.7,Neutral 70.0
5273,CHIN HIN GROUP BERHAD,"CHINHIN (5273) [s]
CHIN HIN GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.630 - 1.110,5.79,18,4.34,1.5,1.94%,1.03,198.67,0,431.2M,Neutral 40.9,Neutral 50.0
5065,ORNAPAPER BERHAD,"ORNA (5065) [s]
ORNAPAPER BERHAD Summary",Industrial Products & Services - Main Market,0.880 - 1.780,5.73,8,12.49,0,0.00%,0.47,465.16,0,76.8M,Neutral 49.3,Neutral 50.0
5185,AFFIN BANK BERHAD,"AFFIN (5185)
AFFIN BANK BERHAD Summary",Financial Services - Main Market,2.140 - 2.630,5.79,8,25.33,4.9,2.29%,0.49,96.71,2,"4,250.1M",Oversold 28.4,Oversold 0.0
172,OCK GROUP BERHAD,"OCK (0172) [s]
OCK GROUP BERHAD Summary",Telecommunications & Media - Main Market,0.400 - 0.805,5.63,20,2.76,0,0.00%,1.12,52.48,1,479.3M,Neutral 39.2,Oversold 15.4
8664,S P SETIA BERHAD,"SPSETIA (8664) [s]
S P SETIA BERHAD Summary",Property - Main Market,1.930 - 3.300,1.9,13,16.95,17.27,7.68%,0.25,90.78,2,"8,906.8M",Neutral 50.2,Neutral 77.8
5029,FAR EAST HOLDINGS BERHAD,"FAREAST (5029) [s]
FAR EAST HOLDINGS BERHAD Summary",Plantation - Main Market,2.610 - 14.600,10.6,28,10.16,0.33,0.12%,2.92,63.84,4,"1,662.7M",Neutral 52.0,Overbought 82.6
5235SS,,KLCC (5235SS) [s],Real Estate Investment Trusts - Main Market,7.020 - 8.210,5.54,19,40.15,37,4.74%,1.08,77.88,10,"14,081.6M",Neutral 52.9,Neutral 50.0
5123,MRCB-QUILL REIT,"MQREIT (5123)
MRCB-QUILL REIT Summary",Real Estate Investment Trusts - Main Market,1.040 - 1.190,5.49,16,6.82,8.08,7.35%,0.89,16.18,7,"1,179.0M",Neutral 48.9,Neutral 33.3
7106,SUPERMAX CORPORATION BERHAD,"SUPERMX (7106) [s]
SUPERMAX CORPORATION BERHAD Summary",Health Care - Main Market,1.400 - 4.610,11.21,17,8.62,3.15,2.11%,1.94,103.56,1,"2,026.9M",Neutral 49.2,Neutral 30.8
7228,T7 GLOBAL BERHAD,"T7GLOBAL (7228) [s]
T7 GLOBAL BERHAD Summary",Energy - Main Market,0.300 - 0.585,5.38,27,1.83,0,0.00%,1.46,50.17,1,207.6M,Neutral 42.4,Oversold 13.3
9571,MITRAJAYA HOLDINGS BERHAD,"MITRA (9571) [s]
MITRAJAYA HOLDINGS BERHAD Summary",Construction - Main Market,0.225 - 0.625,5.23,8,4.97,1.54,3.95%,0.41,93.56,0,349.5M,Neutral 47.4,Oversold 16.7
5121,HEKTAR REAL ESTATE INVESTMENT TRUST,"HEKTAR (5121)
HEKTAR REAL ESTATE INVESTMENT TRUST Summary",Real Estate Investment Trusts - Main Market,1.090 - 1.270,5.21,16,7.17,9.01,7.97%,0.82,29.25,4,522.0M,Neutral 45.4,Neutral 33.3
6599,AEON CO. (M) BHD,"AEON (6599) [s]
AEON CO. (M) BHD Summary",Consumer Products & Services - Main Market,1.390 - 2.650,5.2,19,7.49,0,0.00%,0.98,310.09,0,"1,979.6M",Neutral 33.7,Oversold 0.0
7439,TECK GUAN PERDANA BERHAD,"TECGUAN (7439)
TECK GUAN PERDANA BERHAD Summary",Consumer Products & Services - Main Market,0.695 - 1.550,5.19,20,6.35,0,0.00%,1.05,752.93,0,51.3M,Neutral 53.7,Neutral 30.4
199,TRI-MODE SYSTEM (M) BERHAD,"TRIMODE (0199) [s]
TRI-MODE SYSTEM (M) BERHAD Summary",Trad/Serv - Ace Market,0.295 - 0.575,5.17,18,2.17,1,2.60%,0.92,51.56,1,63.9M,Neutral 33.4,Oversold 0.0
8877,EKOVEST BERHAD,"EKOVEST (8877) [s]
EKOVEST BERHAD Summary",Construction - Main Market,0.420 - 0.865,5.13,12,5.03,1,1.69%,0.6,55.59,1,"1,262.2M",Neutral 56.6,Neutral 52.8
8443,HIL INDUSTRIES BERHAD,"HIL (8443)
HIL INDUSTRIES BERHAD Summary",Industrial Products & Services - Main Market,0.465 - 0.760,5.16,11,5.11,0,0.00%,0.59,31.56,2,193.7M,Neutral 51.4,Neutral 21.4
5158,TA GLOBAL BERHAD,"TAGB (5158)
TA GLOBAL BERHAD Summary",Property - Main Market,0.240 - 0.335,5.03,9,2.92,0,0.00%,0.43,36.32,1,"1,330.4M",Neutral 50.0,Neutral 66.7
108,N2N CONNECT BERHAD,"N2N (0108) [s]
N2N CONNECT BERHAD Summary",Technology - Ace Market,0.775 - 1.370,5.18,36,2.19,0.89,1.14%,1.84,18.07,4,466.3M,Neutral 30.9,Oversold 7.1
6521,SURIA CAPITAL HOLDINGS BERHAD,"SURIA (6521) [s]
SURIA CAPITAL HOLDINGS BERHAD Summary",Transportation & Logistics - Main Market,1.360 - 1.850,4.91,9,15.31,2.92,2.12%,0.44,115.82,1,477.2M,Neutral 43.7,Neutral 50.0
56,GRAND-FLO BERHAD,"GRANFLO (0056) [s]
GRAND-FLO BERHAD Summary",Technology - Main Market,0.180 - 0.235,4.87,18,1.13,0,0.00%,0.86,16.99,1,96.6M,Neutral 45.5,Oversold 0.0
9598,PINTARAS JAYA BHD,"PTARAS (9598) [s]
PINTARAS JAYA BHD Summary",Construction - Main Market,2.050 - 3.180,4.85,26,8.73,20,8.66%,1.28,108.1,2,383.1M,Neutral 54.8,Neutral 64.0
7692,WIDETECH (MALAYSIA) BERHAD,"WIDETEC (7692)
WIDETECH (MALAYSIA) BERHAD Summary",Industrial Products & Services - Main Market,0.460 - 0.655,4.83,12,3.96,0,0.00%,0.56,17.9,3,20.6M,Oversold 25.1,Oversold 0.0
5081,ESTHETICS INTERNATIONAL GROUP BERHAD,"EIG (5081) [s]
ESTHETICS INTERNATIONAL GROUP BERHAD Summary",Consumer Products & Services - Main Market,0.540 - 0.695,4.79,17,3.59,3,4.84%,0.83,71.49,1,147.1M,Neutral 50.7,Neutral 43.8
5134,SOUTHERN ACIDS (M) BERHAD,"SAB (5134) [s]
SOUTHERN ACIDS (M) BERHAD Summary",Industrial Products & Services - Main Market,3.580 - 4.100,4.73,19,20.94,5,1.26%,0.89,477.88,1,542.3M,Neutral 65.0,Overbought 92.6
9741,ROHAS TECNIC BERHAD,"ROHAS (9741) [s]
ROHAS TECNIC BERHAD Summary",Industrial Products & Services - Main Market,0.540 - 1.400,4.67,18,3.41,1.5,2.50%,0.82,85.09,1,283.6M,Neutral 40.9,Oversold 18.8
7134,PWF CONSOLIDATED BERHAD,"PWF (7134) [s]
PWF CONSOLIDATED BERHAD Summary",Consumer Products & Services - Main Market,0.700 - 0.950,4.51,10,7.93,3,3.80%,0.45,202.17,0,137.4M,Neutral 48.0,Neutral 52.9
5080,POH KONG HOLDINGS BERHAD,"POHKONG (5080) [s]
POH KONG HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.440 - 0.570,4.37,9,5.64,1,2.08%,0.37,254.63,0,197.0M,Neutral 45.0,Oversold 20.0
4952,AMANAH HARTA TANAH PNB,"AHP (4952)
AMANAH HARTA TANAH PNB Summary",Real Estate Investment Trusts - Main Market,0.705 - 0.850,4.37,13,5.6,5.63,7.46%,0.59,14.48,5,166.1M,Neutral 47.7,Oversold 16.7
149,FIBON BERHAD,"FIBON (0149)
FIBON BERHAD Summary",Industrial Products & Services - Main Market,0.400 - 0.620,4.35,20,2.13,0.75,1.74%,0.88,14.75,3,42.1M,Neutral 43.5,Neutral 30.0
5239,TITIJAYA LAND BERHAD,"TITIJYA (5239) [s]
TITIJAYA LAND BERHAD Summary",Property - Main Market,0.285 - 0.500,4.31,7,4.05,0.25,0.83%,0.32,22.51,1,403.3M,Neutral 43.2,Neutral 25.0
6742,YTL POWER INTERNATIONAL BHD,"YTLPOWR (6742)
YTL POWER INTERNATIONAL BHD Summary",Utilities - Main Market,0.730 - 1.270,4.56,13,6.74,4.85,5.61%,0.59,136.07,1,"7,056.9M",Neutral 44.2,Neutral 23.1
80,STRAITS INTER LOGISTICS BERHAD,"STRAITS (0080) [s]
STRAITS INTER LOGISTICS BERHAD Summary",Trad/Serv - Ace Market,0.210 - 0.285,4.28,38,0.65,0,0.00%,1.65,40.95,1,156.2M,Neutral 40.4,Oversold 12.5
7025,WOODLANDOR HOLDINGS BHD,"WOODLAN (7025) [s]
WOODLANDOR HOLDINGS BHD Summary",Industrial Products & Services - Main Market,0.500 - 0.800,4.16,17,4.7,0,0.00%,0.71,61.8,1,32.0M,Neutral 68.5,Overbought 100.0
5249,IOI PROPERTIES GROUP BERHAD,"IOIPG (5249) [s]
IOI PROPERTIES GROUP BERHAD Summary",Property - Main Market,1.210 - 1.920,4.1,10,13.77,5,3.82%,0.39,44.34,3,"7,213.1M",Neutral 39.7,Neutral 45.5
7811,SAPURA INDUSTRIAL BERHAD,"SAPIND (7811) [s]
SAPURA INDUSTRIAL BERHAD Summary",Industrial Products & Services - Main Market,0.690 - 0.900,4.04,13,5.82,4,5.48%,0.51,314.37,0,53.1M,Neutral 49.7,Neutral 26.3
109,SC ESTATE BUILDER BERHAD,"SCBUILD (0109) [s]
SC ESTATE BUILDER BERHAD Summary",Construction - Ace Market,0.010 - 0.040,4.1,23,0.16,0,0.00%,0.9,1.54,2,30.9M,Neutral 58.7,Neutral 66.7
5148,UEM SUNRISE BERHAD,"UEMS (5148) [s]
UEM SUNRISE BERHAD Summary",Property - Main Market,0.620 - 0.990,3.96,14,6.18,0,0.00%,0.55,45.05,2,"3,902.2M",Neutral 52.7,Neutral 30.0
8206,ECO WORLD DEVELOPMENT GROUP BERHAD,"ECOWLD (8206) [s]
ECO WORLD DEVELOPMENT GROUP BERHAD Summary",Property - Main Market,0.890 - 1.450,3.95,16,5.84,0,0.00%,0.61,70.9,1,"2,679.4M",Neutral 42.3,Oversold 7.7
9121,KPS CONSORTIUM BERHAD,"KPSCB (9121) [s]
KPS CONSORTIUM BERHAD Summary",Industrial Products & Services - Main Market,0.470 - 0.685,3.93,7,7.08,0,0.00%,0.29,524.76,0,76.9M,Neutral 55.8,Overbought 80.0
7986,CN ASIA CORPORATION BHD,"CNASIA (7986) [s]
CN ASIA CORPORATION BHD Summary",Industrial Products & Services - Main Market,0.380 - 0.900,3.92,12,3.57,0,0.00%,0.48,44.84,1,20.0M,Neutral 50.3,Neutral 50.0
3298,HEXZA CORPORATION BERHAD,"HEXZA (3298)
HEXZA CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.645 - 0.860,3.92,20,3.61,5,7.04%,0.77,52.14,1,142.3M,Neutral 50.2,Neutral 44.4
7176,TPC PLUS BERHAD,"TPC (7176) [s]
TPC PLUS BERHAD Summary",Consumer Products & Services - Main Market,0.300 - 0.460,3.92,28,1.41,0,0.00%,1.08,91.13,0,91.2M,Neutral 44.3,Oversold 0.0
101,TMC LIFE SCIENCES BERHAD,"TMCLIFE (0101)
TMC LIFE SCIENCES BERHAD Summary",Health Care - Main Market,0.695 - 0.835,3.86,45,1.66,0.18,0.24%,1.72,10.05,7,"1,285.0M",Neutral 52.7,Neutral 40.0
4944,NYLEX (MALAYSIA) BERHAD,"NYLEX (4944) [s]
NYLEX (MALAYSIA) BERHAD Summary",Industrial Products & Services - Main Market,0.580 - 0.800,3.8,9,7.06,2,2.99%,0.36,835.73,0,130.2M,Neutral 50.6,Neutral 33.3
5095,HEVEABOARD BERHAD,"HEVEA (5095) [s]
HEVEABOARD BERHAD Summary",Industrial Products & Services - Main Market,0.525 - 1.060,3.76,23,2.97,3.6,5.37%,0.85,80.11,1,375.6M,Neutral 54.5,Neutral 44.4
7131,ACME HOLDINGS BERHAD,"ACME (7131) [s]
ACME HOLDINGS BERHAD Summary",Property - Main Market,0.230 - 0.360,3.72,25,1.18,0,0.00%,0.95,12.64,2,71.6M,Neutral 49.1,Neutral 60.0
1694,MENANG CORPORATION (M) BERHAD,"MENANG (1694) [s]
MENANG CORPORATION (M) BERHAD Summary",Property - Main Market,0.340 - 0.545,3.73,16,2.39,0,0.00%,0.59,11.41,3,182.7M,Neutral 48.9,Neutral 33.3
7803,RUBBEREX CORPORATION (M) BERHAD,"RUBEREX (7803) [s]
RUBBEREX CORPORATION (M) BERHAD Summary",Industrial Products & Services - Main Market,0.430 - 0.655,3.55,15,3.05,1.75,3.89%,0.52,139.99,0,113.5M,Neutral 49.7,Neutral 33.3
5267,XIN HWA HOLDINGS BERHAD,"XINHWA (5267) [s]
XIN HWA HOLDINGS BERHAD Summary",Transportation & Logistics - Main Market,0.620 - 1.130,3.52,33,2.43,0,0.00%,1.14,54.19,1,170.6M,Neutral 46.9,Neutral 23.1
8419,PANSAR BERHAD,"PANSAR (8419) [s]
PANSAR BERHAD Summary",Industrial Products & Services - Main Market,0.700 - 1.290,3.47,37,2.07,1.44,1.88%,1.28,126.36,1,235.6M,Neutral 36.9,Neutral 43.8
